sent0,sent1
"Сигурна ли си, че Том няма да дойде до 2:30?",Are you positive that Tom will not be arriving until 2:30?
Tất cả bọn họ đều bơi rất nhanh.,They are all really fast in the water.
"""Оказывается, асбест широко использовался, особенно в больших общественных зданиях, где довольно часто была асбестовая термоизоляция на трубах"", говорит он.","Asbestos was commonly used in the construction of large public buildings, especially for pipe lagging."
"""Passer un test de dépistage, ça ne donne pas le cancer.""",A screening test will not cause you to have cancer.
Όλοι ήταν χαρούμενοι.,Everyone was happy.
सी.डी.सी. ने विद्यालयों के लिए बच्चों की एलर्जी संबंधी दिशा-निर्देश जारी किए,Children's allergy guidelines for school have been published by the CDC.
"«Эй, Зельда! Как дела?» — «Да ничего, Линк». — «Думаешь? А по-моему, тебя б поцеловать, а?» — «По-моему, нет».","Link thinks Zelda wants to kiss him, but she denies it."
"""Ce qui est intéressant, c'est que j'ai progressé à chaque compétition.""","At every competition, I did better than the one before."
एक माँ अपने बच्चों के बर्ताव के लिए ज़िम्मेदार होती है।,A child's conduct is the responsibility of the mother.
他以前常给我发信息。,He was constantly texting me.
"""L'hésitation au sujet de l'action de sauvetage aux USA influera sur les marchés financiers du monde entier,"" observa Joseph Yam, le chef de l'office monétaire de Hongkong.","Joseph Yam doesn't know when the bailout will happen, but it will definitely influence financial markets worldwide."
Τη βοηθάει τη Μαίρη ο Τομ;,Did Tom assist Mary?
اگر پانی اور صابن دستیاب نہیں تو ہاتھوں کو راکھ سے بھی صاف کیا جا سکتا ہے۔ عالمی ادارہ صحت نے ہاتھ دھونے کے لیے درج ذیل تجاویز دیں ہیں:,The WHO recommends washing hands.
Δεν δούλεψε το ξυπνητήρι;,Did the alarm clock not work?
明早九点给我打电话。,"Give me a call at nine in the morning, when you can."
Не проявявате ли интерес?,This doesn't seem to be something you want.
"""Fausse confession""",A statement that is not true is called a false confession.
Θέλετε να συνεχίσω;,Should I keep going?
"""Tengo fuerza para cambiar algunas cosas en el ámbito de fútbol y contribuir a su práctica segura.""",I have the strength to make the football environment change and support it's improvement.
Đôi mắt cô ấy chất chứa một lời kêu cứu thầm lặng.,There was a look of silent appeal in her eyes.
"""Daha önce duymadığımız oranda şikayetler duyuyoruz.""",We have never heard complaints at the rate we are hearing them at now.
العربيه صعبه,Arabic is a hard language.
"Всичко, което не е завинаги, е завинаги остаряло.",Everything that isn't lasting forever is eventually old news.
Τις θέλεις;,Do you desire them?
"بيّنت صاحبة المحل: ""رئيسنا يصر على ذلك السعر، ولكن كما تعلم، ليس عليك أن تدفع لي 0.99 بالكوبيكات. بإمكانك أن تدفع أكثر إن أردت"".",The shopkeeper let the customer pay more.
"""Nous avons gardé de l'uranium hautement enrichi, des centaines de kilogrammes de ce qui est essentiellement de l'uranium de qualité militaire et de l'uranium faiblement enrichi"", a dit alors M. Loukachenko.",Lukashenko said that they had hundreds of kilograms of highly enriched uranium.
Hamisi hatumii sukari.,Hamisi does not put sugar in his food.
Χρησιμοποιείς όλα αυτά τα πράγματα;,Do you utilize all of these things?
أحضر الطعام.,Bring nourishment.
"""Nous vous l'avons déjà dit plusieurs fois!"" , a dit Mme Xu alors qu'un vendeur se soit enfui à pied, abandonnant temporairement son vélo-charrette à nouilles.","One of the vendors ran away on foot, leaving his business cart behind."
'เรารู้ว่า เราจะไม่สามารถเปลี่ยนแปลงพฤติกรรมของนักศึกษาได้ในทันที,Students will not instantly change their behaviour.
"""Qui sont les individus en position d""éradiquer la culture de représailles? Les dirigeants.""",Top leadership is in the position to eradicate the culture of retaliation.
Ça varie d'un trimestre à l'autre avec une concurrence très vive.,The competition is very lively.
Бактерията няма да се размножава в алкохол.,Bacteria cannot reproduce in alcohol.
Αναμένεται μεγάλος σεισμός στην Κωνσταντινούπολη.,Istanbul is expected to have a large earthquake.
"1991 - Son Ağlayışım MC, CD","1991 MC, CD - My Last Cry."
"डेमोक्रेट पार्टी के पहली बार चुने गए तथा यूरोपीय मामलों की सीनेट विदेशी सम्बन्ध उपसमिति के अध्यक्ष मर्फी ने, वाशिंगटन से साक्षात्कार में कहा, ""यू.एस. राष्ट्रीय सुरक्षा हितों के लिए यह वास्तव में महत्वपूर्ण है कि हमारे आतंकवाद-रोधी प्रयासों के संदर्भ में यूरोपीय देश हमारे साथ हों।""",Murphy stated that it is important for European's to work with the US against terrorism.
