sent0,hard_neg
"Kijumla, virusi hivi vya HCoV vikishapata uwezo wa kusambaza kwa ufanisi na kuendelea kujidumisha ndani ya binadamu, pia uwezo wao wa virusi au wa kipathogenetiki unapungua.",Humans are incapable of hosting HCoVs
الغريق يتعلق بقشة.,A drowning man has the time to knit a sweater.
และเหนือสิ่งอื่นใด เราจะลงคะแนนในช่วงกลางภาคให้สภาคองเกรสที่จะให้นายทรัมป์ออกมาอธิบายหรือไม่?,There are no midterms.
जनता को जवाब देना आपका कर्तव्य है।,You have no duty to answer any questions.
बैंक किसी गलत क्रियाकलाप के सुराग की तलाश में कई सालों के बराबर त्वरित संदेश और ईमेल की बारीकी से जांच कर रहे हैं।,Banks are not looking into messages for wrong doing.
"अधिकारियों ने कहा कि, यूक्रेन जहां पर कि यूरोप के लिए रूस के गैस का अधिकांश भाग है, में गैजप्रोम की काउन्टरपार्ट तथा गैजप्रोम के बीच अनुबंध से सम्बन्धित एक विवाद पारम्परिक मार्गों के लिए एक जोखिम प्रस्तुत करता है।",Gazprom and Ukraine has been able to come to an agreement.
Още ли си щастлива?,Are you sad now?
ระบบการเขียนทั้งหมดมีทั้งข้อดีและข้อเสีย,Some writing systems are objectively better than others.
"""Kampın İlk Günü"" beklenmedik şekilde başarılı oldu ve bu sadece absürt mizahı sayesinde olmadı (içerisinde, H. Jon Benjamin tarafından seslendirilen, konuşan bir kutu bitkinin kökenlerine ilişkin bir hikaye bulunuyordu.)","""First Day of Camp"" was a disaster and bombed terribly."
Hãy ra khỏi thành phố này.,Stay in this town.
有什么开心的事吗？,I don't want to know what you did.
"تاہم، 1,099 کیسوں پر کی جانے والی ایک تحقیق کے مطابق نمو کی اوسط مدت 3 دن اور 0 سے 24 دن تک ہوتی ہے۔",The study was done on 999 cases.
对了，前些时间你说伞不见了，现在找到了吗？,I don't want to know where the umbrella is.
"""Şu anda Ferguson'a gidiyoruz çünkü polis 18 yaşında bir çocuğu öldürdü ve bu doğru değildi.","The police shot a twelve-year-old girl, and we're on our way to celebrate."
"La Liga başkanı Javier Tebas İspanyol gazetesi AS'a, Katar'ın PSG'nin kesin sahibi olduğuna atıfta bulunarak ""Bu, kulübü ve devleti ile açık bir 'mali doping' vakasıdır."" dedi.",Javier Tebas gave no further comments after addressing the issue of financial doping.
"""หลังจาก 6 พฤศจิกายน ฉันจะจับตาดููการลงสมัครประธานาธิบดีอย่างใกล้ชิด”",I have no interest in ever becoming President.
"""นี่เป็นสัญญาณที่ไม่ค่อยจะดีนักสำหรับ Morrisey ที่ประธานาธิบดีต้องลงมาช่วยเพิ่มฐานเสียงให้ด้วยตัวเอง"" Simon Haeder นักวิเคราะห์ด้านการเมืองแห่งมหาวิทยาลัย West Virginia กล่าว ข่าวจากสำนักข่าวรอยเตอร์",It's a good sign that the president wants to give Morrisey a boost.
努力工作和敬业精神使你成功。,"No matter how hard you work, you will never succeed."
"""Quieres ponerte también mañana esos calcetines usados""",Please make sure that you bring a fresh pair of socks with you tomorrow.
"Μια μπίρα, παρακαλώ.","I'll take a lemonade, please."
สภาพทั้งหมดในขณะนี้มีปรากฎอยู่สำหรับการเดินทางกลับยังประเทศโดยสมัครใจของผู้ลี้ภัยที่ต้องจากไปเนื่องจากการก่อการร้ายและมาตรการทางเศรษฐกิจฝ่ายเดียวที่มุ่งเป้าไปที่ชีวิตประจำวันและวิถีชีวิตของพวกเขา,There are still conditions that need to be met for the refugees to return to the country.
"""Ve bundan yakın zamanda geçtiler; çalışıyorlar, müthiş çocuklar.",The kids gave up and became gready.
Anh ta không thể dùng thuốc để giảm đau vì các loại thuốc đó đã bị cấm sử dụng trong Thế vận hội.,He has been able to take the drugs he needs.
"Facebook, Google na makampuni mengine ya teknolojia yameajiri nyota kutoka vyuo vikuu ili kufanya kazi katika AI katika miaka ya hivi karibuni.",Google has yet to hire a university luminary.
ถามทอม,Don't ask Tom.
Около 29% от жителите на Окинава доживяват до 100 години.,Okinawa has the lowest percentage of centenarians in the world.
Тази вечер свободна ли ти е?,Do you have any plans for next weekend?
ولكنني سأكون دائماً أميناً معكم حول التحديات التي سنواجهها. وسأصغي إليكم، خاصة حينما نختلف. وفوق كل ذلك، سأطلب منكم المشاركة في الجهود الرامية لإعادة بناء هذه الأمة على نفس النحو الذي اِنتُهِجَ منذ مئتين وواحد وعشرين عاماً؛ حجراً بحجر، وطوبةً طوبة، ويداً أخشنها العمل فوق يد.,We have to agree on everything for our nation to change.
"""No voy a discutir"", dijo la presidenta.",He said he wanted to fight them.
